DataPoint,Cycle Index,Step Index,Step started to end the identification ,Step Type,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Spec. Cap.(mAh/g),Chg. Cap.(Ah),Chg. Spec. Cap.(mAh/g),DChg. Cap.(Ah),DChg. Spec. Cap.(mAh/g),Energy(Wh),Spec. Energy(mWh/g),Chg. Energy(Wh),Chg. Spec. Energy(mWh/g),DChg. Energy(Wh),DChg. Spec. Energy(mWh/g),Date,Power(W),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact resistance(mΩ),Module start-stop switch,SOC/DOD(%),LgD
285,1,3,,CC DChg,00:38:30,02:20:59,-50.0013,51.8368,32.0780,32077980.44,0.0000,0.00,32.0780,32077980.44,1672.2268,1672226770.49,0.0000,0.00,1672.2268,1672226770.49,2024-07-01 15:22:28,-2591.9089,-26539.4,-26539391.4,0.00,Close,31.61,
286,1,3,,CC DChg,00:39:00,02:21:29,-50.0032,51.8222,32.4946,32494648.89,0.0000,0.00,32.4946,32494648.89,1693.8229,1693822884.98,0.0000,0.00,1693.8229,1693822884.98,2024-07-01 15:22:58,-2591.2738,-28538.9,-28538934.6,0.00,Close,32.02,
287,1,3,,CC DChg,00:39:30,02:21:59,-49.9993,51.8094,32.9113,32911314.49,0.0000,0.00,32.9113,32911314.49,1715.4130,1715412992.00,0.0000,0.00,1715.4130,1715412992.00,2024-07-01 15:23:28,-2590.4358,-32552.0,-32552000.0,0.00,Close,32.43,
288,1,3,,CC DChg,00:40:00,02:22:29,-50.0021,51.7964,33.3280,33327974.40,0.0000,0.00,33.3280,33327974.40,1736.9980,1736998001.78,0.0000,0.00,1736.9980,1736998001.78,2024-07-01 15:23:58,-2589.9298,-32050.8,-32050762.4,0.00,Close,32.84,
289,1,3,,CC DChg,00:40:30,02:22:59,-50.0031,51.7861,33.7446,33744645.69,0.0000,0.00,33.7446,33744645.69,1758.5776,1758577550.22,0.0000,0.00,1758.5776,1758577550.22,2024-07-01 15:24:28,-2589.4645,-40453.5,-40453523.2,0.00,Close,33.25,
290,1,3,,CC DChg,00:41:00,02:23:29,-49.9989,51.7729,34.1613,34161308.44,0.0000,0.00,34.1613,34161308.44,1780.1518,1780151819.38,0.0000,0.00,1780.1518,1780151819.38,2024-07-01 15:24:58,-2588.5886,-31565.4,-31565360.3,0.00,Close,33.66,
291,1,3,,CC DChg,00:41:30,02:23:59,-50.0013,51.7616,34.5780,34577976.89,0.0000,0.00,34.5780,34577976.89,1801.7221,1801722083.56,0.0000,0.00,1801.7221,1801722083.56,2024-07-01 15:25:28,-2588.1457,-36873.3,-36873313.7,0.00,Close,34.07,
292,1,3,,CC DChg,00:42:00,02:24:29,-49.9968,51.7518,34.9946,34994639.64,0.0000,0.00,34.9946,34994639.64,1823.2878,1823287796.62,0.0000,0.00,1823.2878,1823287796.62,2024-07-01 15:25:58,-2587.4244,-42516.6,-42516607.7,0.00,Close,34.48,
293,1,3,,CC DChg,00:42:30,02:24:59,-49.9982,51.7444,35.4113,35411308.09,0.0000,0.00,35.4113,35411308.09,1844.8493,1844849322.67,0.0000,0.00,1844.8493,1844849322.67,2024-07-01 15:26:28,-2587.1274,-56306.5,-56306546.5,0.00,Close,34.89,
294,1,3,,CC DChg,00:43:00,02:25:29,-49.9986,51.7374,35.8280,35827973.69,0.0000,0.00,35.8280,35827973.69,1866.4079,1866407936.00,0.0000,0.00,1866.4079,1866407936.00,2024-07-01 15:26:58,-2586.7971,-59523.7,-59523657.1,0.00,Close,35.30,
295,1,3,,CC DChg,00:43:30,02:25:59,-50.0033,51.7272,36.2446,36244636.44,0.0000,0.00,36.2446,36244636.44,1887.9631,1887963090.49,0.0000,0.00,1887.9631,1887963090.49,2024-07-01 15:27:28,-2586.5302,-40849.3,-40849289.8,0.00,Close,35.71,
296,1,3,,CC DChg,00:44:00,02:26:29,-50.0015,51.7211,36.6613,36661307.73,0.0000,0.00,36.6613,36661307.73,1909.5152,1909515150.22,0.0000,0.00,1909.5152,1909515150.22,2024-07-01 15:27:58,-2586.1331,-68306.8,-68306768.7,0.00,Close,36.13,
297,1,3,,CC DChg,00:44:30,02:26:59,-50.0000,51.7159,37.0780,37077967.64,0.0000,0.00,37.0780,37077967.64,1931.0645,1931064479.29,0.0000,0.00,1931.0645,1931064479.29,2024-07-01 15:28:28,-2585.7929,-80126.9,-80126906.0,0.00,Close,36.54,
298,1,3,,CC DChg,00:45:00,02:27:29,-49.9967,51.7083,37.4946,37494636.09,0.0000,0.00,37.4946,37494636.09,1952.6109,1952610895.64,0.0000,0.00,1952.6109,1952610895.64,2024-07-01 15:28:58,-2585.2444,-54824.8,-54824795.3,0.00,Close,36.95,
299,1,3,,CC DChg,00:45:30,02:27:59,-50.0003,51.7013,37.9113,37911301.69,0.0000,0.00,37.9113,37911301.69,1974.1542,1974154217.24,0.0000,0.00,1974.1542,1974154217.24,2024-07-01 15:29:28,-2585.0790,-59523.7,-59523657.1,0.00,Close,37.36,
300,1,3,,CC DChg,00:46:00,02:28:29,-49.9997,51.6967,38.3280,38327964.44,0.0000,0.00,38.3280,38327964.44,1995.6957,1995695718.40,0.0000,0.00,1995.6957,1995695718.40,2024-07-01 15:29:58,-2584.8210,-90578.9,-90578859.9,0.00,Close,37.77,
301,1,3,,CC DChg,00:46:30,02:28:59,-50.0002,51.6931,38.7446,38744630.04,0.0000,0.00,38.7446,38744630.04,2017.2352,2017235217.07,0.0000,0.00,2017.2352,2017235217.07,2024-07-01 15:30:28,-2584.6638,-115740.4,-115740444.4,0.00,Close,38.18,
302,1,3,,CC DChg,00:47:00,02:29:29,-50.0006,51.6833,39.1613,39161298.49,0.0000,0.00,39.1613,39161298.49,2038.7723,2038772349.16,0.0000,0.00,2038.7723,2038772349.16,2024-07-01 15:30:58,-2584.1945,-42517.2,-42517188.2,0.00,Close,38.59,
303,1,3,,CC DChg,00:47:30,02:29:59,-50.0043,51.6810,39.5780,39577964.09,0.0000,0.00,39.5780,39577964.09,2060.3073,2060307296.71,0.0000,0.00,2060.3073,2060307296.71,2024-07-01 15:31:28,-2584.2722,-181159.0,-181158956.5,0.00,Close,39.00,
304,1,3,,CC DChg,00:48:00,02:30:29,-50.0031,51.6775,39.9946,39994626.84,0.0000,0.00,39.9946,39994626.84,2081.8401,2081840059.73,0.0000,0.00,2081.8401,2081840059.73,2024-07-01 15:31:58,-2584.0347,-119046.5,-119046501.6,0.00,Close,39.41,
305,1,3,,CC DChg,00:48:30,02:30:59,-49.9978,51.6719,40.4113,40411298.13,0.0000,0.00,40.4113,40411298.13,2103.3714,2103371366.40,0.0000,0.00,2103.3714,2103371366.40,2024-07-01 15:32:28,-2583.4834,-74405.6,-74405587.3,0.00,Close,39.82,
306,1,3,,CC DChg,00:49:00,02:31:29,-50.0052,51.6677,40.8280,40827960.89,0.0000,0.00,40.8280,40827960.89,2124.8998,2124899760.36,0.0000,0.00,2124.8998,2124899760.36,2024-07-01 15:32:58,-2583.6552,-99205.4,-99205418.0,0.00,Close,40.23,
307,1,3,,CC DChg,00:49:30,02:31:59,-49.9979,51.6597,41.2446,41244626.49,0.0000,0.00,41.2446,41244626.49,2146.4260,2146425969.78,0.0000,0.00,2146.4260,2146425969.78,2024-07-01 15:33:28,-2582.8786,-52083.2,-52083200.0,0.00,Close,40.64,
308,1,3,,CC DChg,00:50:00,02:32:29,-50.0036,51.6556,41.6613,41661289.24,0.0000,0.00,41.6613,41661289.24,2167.9500,2167949994.67,0.0000,0.00,2167.9500,2167949994.67,2024-07-01 15:33:58,-2582.9654,-101625.1,-101625062.3,0.00,Close,41.05,
309,1,3,,CC DChg,00:50:30,02:32:59,-50.0010,51.6512,42.0780,42077952.00,0.0000,0.00,42.0780,42077952.00,2189.4722,2189472199.11,0.0000,0.00,2189.4722,2189472199.11,2024-07-01 15:34:28,-2582.6101,-94696.1,-94696080.8,0.00,Close,41.46,
310,1,3,,CC DChg,00:51:00,02:33:29,-49.9997,51.6465,42.4946,42494623.29,0.0000,0.00,42.4946,42494623.29,2210.9922,2210992219.02,0.0000,0.00,2210.9922,2210992219.02,2024-07-01 15:34:58,-2582.3100,-88653.5,-88653465.7,0.00,Close,41.87,
311,1,3,,CC DChg,00:51:30,02:33:59,-50.0039,51.6389,42.9113,42911283.20,0.0000,0.00,42.9113,42911283.20,2232.5097,2232509690.31,0.0000,0.00,2232.5097,2232509690.31,2024-07-01 15:35:28,-2582.1459,-54823.7,-54823672.5,0.00,Close,42.28,
312,1,3,,CC DChg,00:52:00,02:34:29,-50.0038,51.6367,43.3280,43327951.64,0.0000,0.00,43.3280,43327951.64,2254.0253,2254025341.16,0.0000,0.00,2254.0253,2254025341.16,2024-07-01 15:35:58,-2582.0312,-189394.7,-189394747.5,0.00,Close,42.69,
313,1,3,,CC DChg,00:52:30,02:34:59,-49.9988,51.6322,43.7446,43744617.24,0.0000,0.00,43.7446,43744617.24,2275.5394,2275539353.60,0.0000,0.00,2275.5394,2275539353.60,2024-07-01 15:36:28,-2581.5480,-92592.4,-92592355.6,0.00,Close,43.10,
314,1,3,,CC DChg,00:53:00,02:35:29,-50.0051,51.6260,44.1613,44161285.69,0.0000,0.00,44.1613,44161285.69,2297.0514,2297051363.56,0.0000,0.00,2297.0514,2297051363.56,2024-07-01 15:36:58,-2581.5607,-67204.6,-67204587.8,0.00,Close,43.52,
315,1,3,,CC DChg,00:53:30,02:35:59,-49.9968,51.6206,44.5780,44577951.29,0.0000,0.00,44.5780,44577951.29,2318.5606,2318560642.84,0.0000,0.00,2318.5606,2318560642.84,2024-07-01 15:37:28,-2580.8664,-77160.3,-77160296.3,0.00,Close,43.93,
316,1,3,,CC DChg,00:54:00,02:36:29,-50.0019,51.6154,44.9946,44994616.89,0.0000,0.00,44.9946,44994616.89,2340.0679,2340067919.64,0.0000,0.00,2340.0679,2340067919.64,2024-07-01 15:37:58,-2580.8686,-80128.0,-80128000.0,0.00,Close,44.34,
317,1,3,,CC DChg,00:54:30,02:36:59,-50.0014,51.6111,45.4113,45411279.64,0.0000,0.00,45.4113,45411279.64,2361.5732,2361573193.96,0.0000,0.00,2361.5732,2361573193.96,2024-07-01 15:38:28,-2580.6288,-96898.3,-96898315.2,0.00,Close,44.75,
318,1,3,,CC DChg,00:55:00,02:37:29,-50.0104,51.6052,45.8279,45827948.09,0.0000,0.00,45.8279,45827948.09,2383.0765,2383076465.78,0.0000,0.00,2383.0765,2383076465.78,2024-07-01 15:38:58,-2580.7946,-70621.8,-70621770.2,0.00,Close,45.16,
319,1,3,,CC DChg,00:55:30,02:37:59,-49.9996,51.5981,46.2446,46244613.69,0.0000,0.00,46.2446,46244613.69,2404.5776,2404577553.07,0.0000,0.00,2404.5776,2404577553.07,2024-07-01 15:39:28,-2579.8828,-58685.3,-58685295.8,0.00,Close,45.57,
320,1,3,,CC DChg,00:56:00,02:38:29,-50.0001,51.5942,46.6613,46661276.44,0.0000,0.00,46.6613,46661276.44,2426.0755,2426075545.60,0.0000,0.00,2426.0755,2426075545.60,2024-07-01 15:39:58,-2579.7126,-106836.6,-106836604.0,0.00,Close,45.98,
321,1,3,,CC DChg,00:56:30,02:38:59,-49.9904,51.5883,47.0779,47077947.73,0.0000,0.00,47.0779,47077947.73,2447.5715,2447571535.64,0.0000,0.00,2447.5715,2447571535.64,2024-07-01 15:40:28,-2578.9187,-70622.3,-70622252.4,0.00,Close,46.39,
322,1,3,,CC DChg,00:57:00,02:39:29,-50.0035,51.5822,47.4946,47494607.64,0.0000,0.00,47.4946,47494607.64,2469.0657,2469065705.24,0.0000,0.00,2469.0657,2469065705.24,2024-07-01 15:40:58,-2579.2900,-68304.9,-68304903.5,0.00,Close,46.80,
323,1,3,,CC DChg,00:57:30,02:39:59,-49.9977,51.5766,47.9113,47911276.09,0.0000,0.00,47.9113,47911276.09,2490.5575,2490557508.27,0.0000,0.00,2490.5575,2490557508.27,2024-07-01 15:41:28,-2578.7098,-74405.1,-74405079.4,0.00,Close,47.21,
324,1,3,,CC DChg,00:58:00,02:40:29,-49.9985,51.5711,48.3279,48327941.69,0.0000,0.00,48.3279,48327941.69,2512.0466,2512046580.62,0.0000,0.00,2512.0466,2512046580.62,2024-07-01 15:41:58,-2578.4787,-75757.4,-75757381.8,0.00,Close,47.62,
325,1,3,,CC DChg,00:58:30,02:40:59,-50.0062,51.5665,48.7446,48744607.29,0.0000,0.00,48.7446,48744607.29,2533.5333,2533533286.40,0.0000,0.00,2533.5333,2533533286.40,2024-07-01 15:42:28,-2578.6442,-90579.5,-90579478.3,0.00,Close,48.03,
326,1,3,,CC DChg,00:59:00,02:41:29,-50.0019,51.5592,49.1613,49161272.89,0.0000,0.00,49.1613,49161272.89,2555.0176,2555017625.60,0.0000,0.00,2555.0176,2555017625.60,2024-07-01 15:42:58,-2578.0600,-57077.5,-57077479.5,0.00,Close,48.44,
327,1,3,,CC DChg,00:59:30,02:41:59,-49.9979,51.5550,49.5779,49577938.49,0.0000,0.00,49.5779,49577938.49,2576.4998,2576499780.27,0.0000,0.00,2576.4998,2576499780.27,2024-07-01 15:43:28,-2577.6423,-99206.1,-99206095.2,0.00,Close,48.85,
328,1,3,,CC DChg,01:00:00,02:42:29,-50.0015,51.5491,49.9946,49994598.40,0.0000,0.00,49.9946,49994598.40,2597.9794,2597979386.31,0.0000,0.00,2597.9794,2597979386.31,2024-07-01 15:43:58,-2577.5303,-70620.3,-70620323.9,0.00,Close,49.26,
329,1,3,,CC DChg,01:00:30,02:42:59,-49.9904,51.5412,50.4113,50411269.69,0.0000,0.00,50.4113,50411269.69,2619.4563,2619456261.69,0.0000,0.00,2619.4563,2619456261.69,2024-07-01 15:44:28,-2576.5657,-52743.2,-52743201.1,0.00,Close,49.67,
330,1,3,,CC DChg,01:01:00,02:43:29,-50.0025,51.5367,50.8279,50827935.29,0.0000,0.00,50.8279,50827935.29,2640.9304,2640930406.40,0.0000,0.00,2640.9304,2640930406.40,2024-07-01 15:44:58,-2576.9649,-92592.4,-92592355.6,0.00,Close,50.08,
331,1,3,,CC DChg,01:01:30,02:43:59,-49.9987,51.5280,51.2446,51244595.20,0.0000,0.00,51.2446,51244595.20,2662.4022,2662402184.53,0.0000,0.00,2662.4022,2662402184.53,2024-07-01 15:45:28,-2576.3351,-47891.9,-47891943.8,0.00,Close,50.50,
332,1,3,,CC DChg,01:02:00,02:44:29,-49.9934,51.5223,51.6613,51661266.49,0.0000,0.00,51.6613,51661266.49,2683.8707,2683870685.87,0.0000,0.00,2683.8707,2683870685.87,2024-07-01 15:45:58,-2575.7775,-73100.2,-73100226.1,0.00,Close,50.91,
333,1,3,,CC DChg,01:02:30,02:44:59,-50.0017,51.5151,52.0779,52077926.40,0.0000,0.00,52.0779,52077926.40,2705.3368,2705336820.62,0.0000,0.00,2705.3368,2705336820.62,2024-07-01 15:46:28,-2575.8431,-57869.4,-57869432.1,0.00,Close,51.32,
334,1,3,,CC DChg,01:03:00,02:45:29,-49.9976,51.5090,52.4946,52494597.69,0.0000,0.00,52.4946,52494597.69,2726.7999,2726799860.62,0.0000,0.00,2726.7999,2726799860.62,2024-07-01 15:46:58,-2575.3264,-68306.8,-68306768.7,0.00,Close,51.73,
335,1,3,,CC DChg,01:03:30,02:45:59,-50.0031,51.5022,52.9113,52911268.98,0.0000,0.00,52.9113,52911268.98,2748.2607,2748260716.09,0.0000,0.00,2748.2607,2748260716.09,2024-07-01 15:47:28,-2575.2691,-61275.2,-61275189.5,0.00,Close,52.14,
336,1,3,,CC DChg,01:04:00,02:46:29,-49.9985,51.4966,53.3279,53327928.89,0.0000,0.00,53.3279,53327928.89,2769.7188,2769718840.89,0.0000,0.00,2769.7188,2769718840.89,2024-07-01 15:47:58,-2574.7533,-74403.6,-74403555.6,0.00,Close,52.55,
337,1,3,,CC DChg,01:04:30,02:46:59,-49.9915,51.4918,53.7446,53744594.49,0.0000,0.00,53.7446,53744594.49,2791.1748,2791174781.16,0.0000,0.00,2791.1748,2791174781.16,2024-07-01 15:48:28,-2574.1528,-86805.3,-86805333.3,0.00,Close,52.96,
338,1,3,,CC DChg,01:05:00,02:47:29,-50.0055,51.4833,54.1613,54161260.09,0.0000,0.00,54.1613,54161260.09,2812.6280,2812627990.76,0.0000,0.00,2812.6280,2812627990.76,2024-07-01 15:48:58,-2574.4466,-49019.5,-49019482.4,0.00,Close,53.37,
339,1,3,,CC DChg,01:05:30,02:47:59,-49.9998,51.4767,54.5779,54577925.69,0.0000,0.00,54.5779,54577925.69,2834.0776,2834077559.47,0.0000,0.00,2834.0776,2834077559.47,2024-07-01 15:49:28,-2573.8257,-63131.2,-63131151.5,0.00,Close,53.78,
340,1,3,,CC DChg,01:06:00,02:48:29,-50.0043,51.4713,54.9946,54994596.98,0.0000,0.00,54.9946,54994596.98,2855.5248,2855524761.60,0.0000,0.00,2855.5248,2855524761.60,2024-07-01 15:49:58,-2573.7848,-77161.3,-77161349.8,0.00,Close,54.19,
341,1,3,,CC DChg,01:06:30,02:48:59,-49.9977,51.4653,55.4113,55411256.89,0.0000,0.00,55.4113,55411256.89,2876.9698,2876969779.20,0.0000,0.00,2876.9698,2876969779.20,2024-07-01 15:50:28,-2573.1466,-69443.3,-69443318.5,0.00,Close,54.60,
342,1,3,,CC DChg,01:07:00,02:49:29,-49.9947,51.4570,55.8279,55827922.49,0.0000,0.00,55.8279,55827922.49,2898.4115,2898411520.00,0.0000,0.00,2898.4115,2898411520.00,2024-07-01 15:50:58,-2572.5793,-50200.7,-50200674.7,0.00,Close,55.01,
343,1,3,,CC DChg,01:07:30,02:49:59,-49.9987,51.4496,56.2446,56244593.78,0.0000,0.00,56.2446,56244593.78,2919.8507,2919850712.18,0.0000,0.00,2919.8507,2919850712.18,2024-07-01 15:51:28,-2572.4136,-56306.9,-56306930.9,0.00,Close,55.42,
344,1,3,,CC DChg,01:08:00,02:50:29,-49.9977,51.4429,56.6613,56661259.38,0.0000,0.00,56.6613,56661259.38,2941.2870,2941286991.64,0.0000,0.00,2941.2870,2941286991.64,2024-07-01 15:51:58,-2572.0251,-62188.9,-62188895.5,0.00,Close,55.83,
345,1,3,,CC DChg,01:08:30,02:50:59,-49.9950,51.4357,57.0779,57077919.29,0.0000,0.00,57.0779,57077919.29,2962.7202,2962720176.36,0.0000,0.00,2962.7202,2962720176.36,2024-07-01 15:52:28,-2571.5294,-57869.4,-57869432.1,0.00,Close,56.24,
346,1,3,,CC DChg,01:09:00,02:51:29,-50.0008,51.4284,57.4946,57494590.58,0.0000,0.00,57.4946,57494590.58,2984.1503,2984150266.31,0.0000,0.00,2984.1503,2984150266.31,2024-07-01 15:52:58,-2571.4606,-57078.3,-57078258.8,0.00,Close,56.65,
347,1,3,,CC DChg,01:09:30,02:51:59,-49.9986,51.4228,57.9113,57911256.18,0.0000,0.00,57.9113,57911256.18,3005.5776,3005577625.60,0.0000,0.00,3005.5776,3005577625.60,2024-07-01 15:53:28,-2571.0685,-74404.6,-74404571.4,0.00,Close,57.06,
348,1,3,,CC DChg,01:10:00,02:52:29,-49.9999,51.4154,58.3279,58327921.78,0.0000,0.00,58.3279,58327921.78,3027.0026,3027002618.31,0.0000,0.00,3027.0026,3027002618.31,2024-07-01 15:53:58,-2570.7669,-56306.2,-56306162.2,0.00,Close,57.47,
349,1,3,,CC DChg,01:10:30,02:52:59,-50.0026,51.4080,58.7446,58744587.38,0.0000,0.00,58.7446,58744587.38,3048.4236,3048423606.04,0.0000,0.00,3048.4236,3048423606.04,2024-07-01 15:54:28,-2570.5357,-56306.2,-56306162.2,0.00,Close,57.89,
350,1,3,,CC DChg,01:11:00,02:53:29,-50.0014,51.4008,59.1612,59161247.29,0.0000,0.00,59.1612,59161247.29,3069.8417,3069841681.07,0.0000,0.00,3069.8417,3069841681.07,2024-07-01 15:54:58,-2570.1135,-57869.4,-57869432.1,0.00,Close,58.30,
351,1,3,,CC DChg,01:11:30,02:53:59,-49.9915,51.3936,59.5779,59577912.89,0.0000,0.00,59.5779,59577912.89,3091.2570,3091257025.42,0.0000,0.00,3091.2570,3091257025.42,2024-07-01 15:55:28,-2569.2426,-57870.2,-57870222.2,0.00,Close,58.71,
352,1,3,,CC DChg,01:12:00,02:54:29,-49.9992,51.3860,59.9946,59994584.18,0.0000,0.00,59.9946,59994584.18,3112.6687,3112668728.89,0.0000,0.00,3112.6687,3112668728.89,2024-07-01 15:55:58,-2569.2568,-54825.2,-54825169.6,0.00,Close,59.12,
353,1,3,,CC DChg,01:12:30,02:54:59,-49.9956,51.3788,60.4112,60411244.09,0.0000,0.00,60.4112,60411244.09,3134.0775,3134077519.64,0.0000,0.00,3134.0775,3134077519.64,2024-07-01 15:56:28,-2568.7165,-57869.4,-57869432.1,0.00,Close,59.53,
354,1,3,,CC DChg,01:13:00,02:55:29,-50.0015,51.3685,60.8279,60827915.38,0.0000,0.00,60.8279,60827915.38,3155.4834,3155483397.69,0.0000,0.00,3155.4834,3155483397.69,2024-07-01 15:56:58,-2568.5036,-40453.5,-40453523.2,0.00,Close,59.94,
355,1,3,,CC DChg,01:13:30,02:55:59,-50.0051,51.3607,61.2446,61244575.29,0.0000,0.00,61.2446,61244575.29,3176.8853,3176885270.76,0.0000,0.00,3176.8853,3176885270.76,2024-07-01 15:57:28,-2568.2990,-53417.9,-53417937.3,0.00,Close,60.35,
356,1,3,,CC DChg,01:14:00,02:56:29,-49.9973,51.3539,61.6612,61661246.58,0.0000,0.00,61.6612,61661246.58,3198.2839,3198283867.02,0.0000,0.00,3198.2839,3198283867.02,2024-07-01 15:57:58,-2567.5569,-61275.2,-61275189.5,0.00,Close,60.76,
357,1,3,,CC DChg,01:14:30,02:56:59,-50.0005,51.3435,62.0779,62077912.18,0.0000,0.00,62.0779,62077912.18,3219.6792,3219679186.49,0.0000,0.00,3219.6792,3219679186.49,2024-07-01 15:58:28,-2567.2027,-40064.0,-40064000.0,0.00,Close,61.17,
358,1,3,,CC DChg,01:15:00,02:57:29,-50.0003,51.3355,62.4946,62494577.78,0.0000,0.00,62.4946,62494577.78,3241.0716,3241071593.24,0.0000,0.00,3241.0716,3241071593.24,2024-07-01 15:58:58,-2566.7909,-52083.2,-52083200.0,0.00,Close,61.58,
359,1,3,,CC DChg,01:15:30,02:57:59,-49.9999,51.3268,62.9112,62911237.69,0.0000,0.00,62.9112,62911237.69,3262.4593,3262459266.84,0.0000,0.00,3262.4593,3262459266.84,2024-07-01 15:59:28,-2566.3369,-47891.9,-47891943.8,0.00,Close,61.99,
360,1,3,,CC DChg,01:16:00,02:58:29,-49.9934,51.3184,63.3279,63327908.98,0.0000,0.00,63.3279,63327908.98,3283.8440,3283844027.73,0.0000,0.00,3283.8440,3283844027.73,2024-07-01 15:59:58,-2565.5823,-49603.7,-49603724.9,0.00,Close,62.40,
361,1,3,,CC DChg,01:16:30,02:58:59,-49.9975,51.3105,63.7446,63744574.58,0.0000,0.00,63.7446,63744574.58,3305.2248,3305224783.64,0.0000,0.00,3305.2248,3305224783.64,2024-07-01 16:00:28,-2565.3972,-52742.5,-52742481.0,0.00,Close,62.81,
362,1,3,,CC DChg,01:17:00,02:59:29,-50.0075,51.3006,64.1612,64161240.18,0.0000,0.00,64.1612,64161240.18,3326.6015,3326601534.58,0.0000,0.00,3326.6015,3326601534.58,2024-07-01 16:00:58,-2565.4163,-42087.4,-42087434.3,0.00,Close,63.22,
363,1,3,,CC DChg,01:17:30,02:59:59,-49.9995,51.2922,64.5779,64577911.47,0.0000,0.00,64.5779,64577911.47,3347.9750,3347975008.71,0.0000,0.00,3347.9750,3347975008.71,2024-07-01 16:01:28,-2564.5838,-49603.7,-49603724.9,0.00,Close,63.63,
364,1,3,,CC DChg,01:18:00,03:00:29,-49.9990,51.2844,64.9946,64994582.76,0.0000,0.00,64.9946,64994582.76,3369.3452,3369345206.04,0.0000,0.00,3369.3452,3369345206.04,2024-07-01 16:01:58,-2564.1667,-53419.4,-53419396.0,0.00,Close,64.04,
365,1,3,,CC DChg,01:18:30,03:00:59,-50.0001,51.2720,65.4113,65411254.04,0.0000,0.00,65.4113,65411254.04,3390.7110,3390711034.31,0.0000,0.00,3390.7110,3390711034.31,2024-07-01 16:02:28,-2563.6041,-33602.5,-33602523.3,0.00,Close,64.45,
366,1,3,,CC DChg,01:19:00,03:01:29,-49.9995,51.2607,65.8279,65827919.64,0.0000,0.00,65.8279,65827919.64,3412.0725,3412072493.51,0.0000,0.00,3412.0725,3412072493.51,2024-07-01 16:02:58,-2563.0073,-36873.1,-36873061.9,0.00,Close,64.87,
367,1,3,,CC DChg,01:19:30,03:01:59,-50.0041,51.2504,66.2446,66244590.93,0.0000,0.00,66.2446,66244590.93,3433.4289,3433428855.47,0.0000,0.00,3433.4289,3433428855.47,2024-07-01 16:03:28,-2562.7312,-40453.5,-40453523.2,0.00,Close,65.28,
368,1,3,,CC DChg,01:20:00,03:02:29,-50.0014,51.2399,66.6613,66661262.22,0.0000,0.00,66.6613,66661262.22,3454.7812,3454781212.44,0.0000,0.00,3454.7812,3454781212.44,2024-07-01 16:03:58,-2562.0652,-39683.0,-39682979.9,0.00,Close,65.69,
369,1,3,,CC DChg,01:20:30,03:02:59,-50.0004,51.2248,67.0779,67077922.13,0.0000,0.00,67.0779,67077922.13,3476.1281,3476128108.09,0.0000,0.00,3476.1281,3476128108.09,2024-07-01 16:04:28,-2561.2605,-27593.4,-27593371.6,0.00,Close,66.10,
370,1,3,,CC DChg,01:21:00,03:03:29,-50.0024,51.2135,67.4946,67494593.42,0.0000,0.00,67.4946,67494593.42,3497.4699,3497469906.49,0.0000,0.00,3497.4699,3497469906.49,2024-07-01 16:04:58,-2560.7969,-36873.6,-36873565.4,0.00,Close,66.51,
371,1,3,,CC DChg,01:21:30,03:03:59,-50.0006,51.1999,67.9113,67911270.40,0.0000,0.00,67.9113,67911270.40,3518.8059,3518805879.47,0.0000,0.00,3518.8059,3518805879.47,2024-07-01 16:05:28,-2560.0232,-30638.0,-30638013.1,0.00,Close,66.92,
372,1,3,,CC DChg,01:22:00,03:04:29,-49.9994,51.1879,68.3279,68327941.69,0.0000,0.00,68.3279,68327941.69,3540.1368,3540136755.20,0.0000,0.00,3540.1368,3540136755.20,2024-07-01 16:05:58,-2559.3628,-34722.6,-34722607.4,0.00,Close,67.33,
373,1,3,,CC DChg,01:22:30,03:04:59,-50.0028,51.1700,68.7446,68744601.60,0.0000,0.00,68.7446,68744601.60,3561.4614,3561461441.42,0.0000,0.00,3561.4614,3561461441.42,2024-07-01 16:06:28,-2558.6417,-23277.1,-23277090.0,0.00,Close,67.74,
374,1,3,,CC DChg,01:23:00,03:05:29,-50.0051,51.1560,69.1613,69161272.89,0.0000,0.00,69.1613,69161272.89,3582.7807,3582780666.31,0.0000,0.00,3582.7807,3582780666.31,2024-07-01 16:06:58,-2558.0583,-29762.2,-29762234.9,0.00,Close,68.15,
375,1,3,,CC DChg,01:23:30,03:05:59,-49.9983,51.1423,69.5779,69577949.87,0.0000,0.00,69.5779,69577949.87,3604.0933,3604093337.60,0.0000,0.00,3604.0933,3604093337.60,2024-07-01 16:07:28,-2557.0286,-30414.4,-30414377.9,0.00,Close,68.56,
376,1,3,,CC DChg,01:24:00,03:06:29,-50.0034,51.1276,69.9946,69994621.16,0.0000,0.00,69.9946,69994621.16,3625.3998,3625399819.38,0.0000,0.00,3625.3998,3625399819.38,2024-07-01 16:07:58,-2556.5549,-28345.0,-28344985.6,0.00,Close,68.97,
377,1,3,,CC DChg,01:24:30,03:06:59,-50.0018,51.1109,70.4113,70411286.76,0.0000,0.00,70.4113,70411286.76,3646.6997,3646699747.56,0.0000,0.00,3646.6997,3646699747.56,2024-07-01 16:08:28,-2555.6370,-24950.0,-24950035.9,0.00,Close,69.38,
